App_ID,Title,Installs,Rating,1_star,2_star,3_star,4_star,5_star,Description
com.CheetahGames.Skeeboost,SkeeBoost: Ball Arcade Game,,4.6069713,258,99,339,1248,6362,"Experience the thrill of classic arcade games with Skee Boost, a fun and addictive Skee Ball like 1v1  bowling game!

Roll, Hop, Score and win big in this addictive Skee Boost Ball game! Test your aim and precision as you roll the ball up the ramp and shoot into the targets.
Everyone loves a good ball shot! With stunning graphics and exciting challenges, this classic 1V1 arcade game is perfect for players of all ages.

Skee Boost brings the excitement of arcade online PvP play right to your phone, combining real-time multiplayer matches with skill game based action. Compete in a real arcade carnival style setting with modern twists that make every ball match unique.

From ski ball vibes to skeet-style shots, jump into 1v1 PvP and roll your way to arcade glory!

Challenge yourself with realistic Skee Ball Like physics, compete with friends and players online, unlock challenging levels, and aim for a high score. Sharpen your bowling skills with accurate alley lanes shots and go for the perfect strike!

Skee Boost offers more than just Skee Ball and bowling, enjoy exciting arcade games, unlock challenging levels, and compete in multiplayer PvP tournaments. Win trophies and climb the leaderboard to become the ultimate arcade champion!

Skee Boost is perfect for:
- Family game night: Have a blast together with fun and casual gameplay
- Casual play: Pick up and play anytime, anywhere for some quick fun.
- Testing your skills: Compete against others online in multiplayer action and climb the leaderboard

Features:
- Play 1V1 Online Against Real Players Worldwide and Your Friends!
- Skill Based Arcade Gameplay
- Power-Ups, Magics, Special Balls & Playful chat options.
- Multiplayer Tournaments & Battle Royale
- Real Arcade Bowling Alley Lanes
- Daily Challenges and Monthly Season
- Carnival Games Atmosphere
- Skeet Master Solo Gameplay

Skee Boost is a classic arcade game with a modern twist:
Experience the thrill of classic ski ball in fast-paced 1v1 PvP matches where every roll counts!

Game Modes:

Battle Royale
Get ready to hop into the ultimate multiplayer experience with fast-paced ball rolling game that blends the thrill of arcade online showdowns with the excitement of battle royale chaos! 

Casual 1v1
face off in a wild crazy fast game, and climb the ranks in arcade mode.
In this mode your goal is simple: roll, aim, and master every ball shot. Perfect your throws in this action-packed ball game

Tournament
Where precision and timing turn you into a true snap ball champion. Dive into one of the most addictive modes of skill games and feel the rush of every step of the tournament ladder, feel the thrill with every ball hop as you dominate the leaderboard with your bll-blasting skills!

Friend Match
Play with friends and show off your skills. Friend Match Mode lets you jump into real-time PvP with friends, if you're looking to challenge friends online or simply play against friends for bragging rights, this is the ultimate friend competition game. it’s an intense online game with friends where every shot counts.

Unlike in a real Skee Ball machine, here you can use power-ups and magics to give your ball an extra boost and increase your chances of hitting a high score. But it's not only about aiming! You must use your strategic thinking and precision to succeed in the game, plan your magic and boosters ahead!
Don't wait! Hop On and enjoy endless entertainment competing with friends and others online.

Challenge friends to a PvP Ski ball match on the go. Aim and shoot your best balls with customized balls in our online 3D PvP tournament!

Whether you're a fan of 1V1 skill games or just looking for a fun family night with arcade inspired challenges just like at the carnival. Skee Boost got it.

So go ahead Skeet master, hop the ball for the perfect target, aim & roll for the ultimate high score.

Download Skee Boost for FREE now, become the Bowling King of the arcade and roll your way to victory!"
com.slippy.linerusher,Fun Race 3D — Run and Parkour,,4.302658,142424,95040,271970,417626,1677764,"Fun Race 3D is an action-packed game that combines parkour and racing in a fun and exciting way. You will compete with opponents on hundreds of unique levels full of obstacles and traps, such as swinging hammers, spinning saws, giant balls, and more. To win races and reach the finish line, you will need to use your speed, skill, and strategy.

But this game is not just about racing; it’s also about expressing your personality and style. You can choose from a variety of characters, from slim to chubby, from human to superhero, and customize them with different clothes and accessories. Celebrate your victories with cool dances and gestures.

Fun Race 3D also features a Fun City mode where you can create your own courses with various obstacles and traps, and decorate your city with stunning beaches, cozy sun loungers, colorful umbrellas, delicious ice cream and drinks shops, and more. Earn gems by selling tickets to your courses and use them to upgrade your Fun City. Make the most exciting and creative place ever!

Fun Race 3D is a game that will make you smile, laugh, and enjoy. Test your reflexes, strategy, and imagination with hours of entertainment and thrills.

The game has simple controls: hold to run, release to stop. The levels get harder as you progress, testing your skills to the limit.

Are you ready to join the game and feel a thrill?"
com.sega.sonicdash,Sonic Dash: Endless Run,,4.68246,128662,66279,232483,887787,5191858,"It’s showtime! Grab some popcorn & experience an exciting special Sonic The Hedgehog Movie 3 update with new characters, zones, combos, rewards, and events in this epic endless runner adventure! Collect movie themed items on the track to unlock great prizes each day!

Endless runner action has never been faster with Sonic Dash! Feel the speed in this mobile adventure game as you navigate fun 3D runner race courses with Sonic the Hedgehog, Knuckles, Tails, Shadow, and more. Collect rings, race past challenging obstacles, and battle epic bosses in this fast running game by SEGA! Sonic Dash is a fun run game for kids and adults alike.

Enjoy running games with a Sonic twist! Run, race, and jump fast with Sonic and friends. This exciting endless running game brings you a blazing fast mobile adventure experience with easy to use controls to help you dominate each course. Collect rings, spin dash through badniks, and battle Dr. Eggman in epic boss battles in a 3D runner like no other!

Collect character cards and unlock your favorite Sonic characters! Put your running, racing, and jumping capabilities to the test. Play as Knuckles, Tails, Amy, and more in endless running games in a fast-paced mobile adventure battle game that only the Sonic universe can deliver. If you’re a fan of Original, Classic Sonic and Classic SEGA games, you’ll love the endless runner adventure that Sonic Dash has to offer!

Endless running games and battles have never looked better! Sonic Dash combines endless runner gameplay with the iconic Sonic universe! Featuring inspired track design from classic Sonic levels such as Green Hill Zone with its loop de loops and corkscrews! Experience new levels in this Sonic mobile adventure game such as the Beach Zone and run through the sand or take to the skies in the Sky Sanctuary Zone!

Experience an endless runner adventure like no other! Run with Sonic & friends, collect rings, battle bosses, level up, and earn rewards today! Experience speed the Sonic way in this spectacular 3D runner! Download today!

SONIC DASH FEATURES

EPIC ENDLESS RUNNER WITH SONIC
- Dash into an endless running game like no other
- Casual fun run adventure or record breaking challenge? It’s up to you!
- Spin dash badniks, collect rings, & earn rewards in this running battle game!
- Run with easy to use controls

COLLECT YOUR FAVORITE SONIC CHARACTERS
- Sonic, Shadow, Tails, Knuckles, and many more await the next fun run
- Start up your next endless running game with your favorite Sonic character
- This 3D Runner will take you on a speedy battle adventure alongside Sonic and beloved characters

RUNNING GAMES HAVE NEVER LOOKED SO GOOD
- Endless runner battle game within the iconic Sonic Universe
- Run, dash, & jump through Green Hill Zone, Beach Zone, and more
- Enjoy a fun run upside down on loop de loops, on a corkscrew, or underwater

EPIC 3D RUNNER BOSS BATTLES
- Run fast & battle bosses like Dr. Eggman and Zazz
- Jump & dodge their attacks & finish them with a spin dash attack
- Collect & earn big points and rewards

MORE THAN JUST AN ENDLESS RUNNER
- Customize your endless running game outside of the course
- Save animal friends and explore this Sonic mobile adventure universe
- Customize your very own zone in a fun run experience that goes beyond the track

Privacy Policy: http://www.sega.com/mprivacy/
Terms of Use: http://www.sega.com/Mobile_EULA

SEGA’s Sonic Dash is ad-supported and in-app purchases are not required to progress. Ad-free play is available with an in-app purchase."
com.mediocre.smashhit,Smash Hit,,4.51775,236837,85805,233669,586083,3540264,"Take a surreal journey through an otherworldly dimension, move in harmony with sound and music and smash everything in your path! This experience requires focus, concentration, and timing to not only travel as far as you can, but also break the beautiful glass objects that stand in your way.

* Smash your way through a beautiful futuristic dimension, smashing obstacles and targets in your path and experiencing the best destruction physics on mobile devices.

* Musically synchronized gameplay: music and audio effects change to suit each stage, obstacles move to each new tune.

* Over 50 different rooms with 11 different graphic styles, and realistic glass breaking mechanics in every stage.

Smash Hit is playable at no cost and free from ads. An optional premium upgrade is available through a one-time in-app purchase that will enable new game modes, cloud save across multiple devices, detailed statistics and the ability to continue from checkpoints."
com.pixelbite.ga2,Reckless Getaway 2: Car Chase,,4.26784,23146,7104,11000,35751,157489,"Ready for the ultimate adrenaline rush? Step into the driver's seat in Reckless Getaway 2: Ultimate Police Escape, the most intense action racing game on mobile! Immerse yourself in a thrilling chase as you navigate through city streets and off-road terrain, outrunning cop cars, SUVs, SWAT teams, helicopters, and even tanks!

FEATURES
High-Speed Car Chase: Experience the excitement of high-speed chases with police cars, SWAT units, and army jeeps hot on your tail.
Helicopter Pursuit: Dodge the relentless helicopter pursuit as you navigate through treacherous terrains and urban chase scenarios.
Escape Adventure: Embark on an epic escape mission where your driving skills will be put to the ultimate test.
Fast Driving & Tactical Evasion: Utilize your drift, slide, and dodge skills to evade the police and survive the hot pursuit.
Off-Road Escape: Take the chase off the streets and into the wild with off-road escape routes that challenge even the best drivers.
Pursuit Challenge: Face the most wanted status and see how long you can outrun cops in this survival drive.
Getaway Skills: Enhance your getaway tactics with tactical evasion techniques to stay one step ahead of the law.
Street Racing & Traffic: Master the art of street racing while dodging traffic to keep the chase alive.
Adventure Driving: Take on various missions in different environments, each offering a unique escape adventure.
Smash & Run: Use your car to smash through obstacles and run from the cops in heart-pounding chases.
Thrilling Gameplay: Feel the rush as you engage in the ultimate car chase experience.
Diverse Vehicles: Drive various cars, from sports cars to tanks, each with unique handling and speed.
Immersive Graphics: Stunning visuals bring the urban chase and off-road adventures to life.
Compete & Survive: Become the most wanted and see how long you can run from cops and smash your way to freedom.

Are you ready to become the ultimate getaway driver? Download Reckless Getaway 2 : Ultimate Police Escape now and put your driving skills to the test in the most exhilarating police escape game on mobile!

It ain’t no cakewalk topping the most-wanted list. It takes hard work and a sweet ride… Dodge the heat and don’t get dead!

- Free-roaming levels
- Loads of epic cars to unlock
- Simple controls
-----------------------------------------------------------------------------------------------------

This game includes optional in-game purchases (includes random items).

Terms: https://www.miniclip.com/terms-and-conditions
Privacy: https://www.miniclip.com/privacy-policy"
com.youmusic.magictiles,Magic Tiles 3™ - Piano Game,,4.6129055,201358,56869,92762,165327,2911649,"Magic Tiles 3 – The Ultimate Piano Game & Music Game Experience! 🎶

Dive into Magic Tiles 3, the definitive piano game loved by millions, best music game all the time. Magic Tiles 3 blends rhythmic gameplay, vibrant visuals, and a massive library of official and licensed music. Prepare to unleash your inner pianist in this addictive song game!

Tap Piano Tiles, Feel the Music!

Magic Tiles 3 is an intuitive yet challenging piano game. Tap the black piano tiles as they cascade down, matching the beat of the game songs. Miss a tile, and the music stops. Hit every note perfectly to create beautiful melodies, experiencing the magic of piano playing. This engaging mechanic makes Magic Tiles 3 one of the most rewarding music games. It’s about feeling the rhythm in this top-tier song game.

Unbeatable Library of Official and Licensed Music!

Magic Tiles 3 stands out with its huge, growing library of 45,000+ game songs. We feature official and licensed music from chart-toppers across Pop, EDM, Disco, Violin, and Hip-Hop. There's a song game experience for every taste. New hits and classics are added frequently, ensuring this premier piano game stays fresh. You won't find such a diverse, quality collection of official and licensed music in many other music games.

Why Magic Tiles 3 is the Piano Game You Need:

- Massive Song Catalogue: Enjoy 45,000+ game songs! Featuring official and licensed music, Magic Tiles 3 offers endless musical fun.
- Authentic Piano Game Feel: Designed for piano lovers and rhythm gamers, the piano tiles gameplay provides a uniquely satisfying piano game experience. Feel the music under your fingertips.
- Multiple Difficulty Levels: From casual play to hardcore challenges, Magic Tiles 3 adapts. Master easy tunes or conquer the fastest piano tiles tracks. Push your skills in this dynamic music game.
- Thrilling Multiple Player Battle Mode: Don't just play alone! Engage in real-time multiple-player competitions. Challenge friends or global players in the intense battle mode. Prove your rhythm skills in this exciting multiple-player arena, a key feature differentiating this piano game.
- Play Anywhere - Game Offline Mode: No internet? No problem! Magic Tiles 3 includes a fantastic Game Offline mode. Enjoy your favorite game songs and practice piano tiles anywhere. This reliable Game Offline feature means the music never has to stop, perfect for commutes or travel.
- Game Free Access: Start playing now! Magic Tiles 3 is a Game Free to download and play. Access a vast selection of game songs and core piano game features without initial cost. Enjoy hours of entertainment in this superb Game Free music game. (Optional purchases available).
- Fun for All Ages - Great Game for Kids: With intuitive controls and diverse music, Magic Tiles 3 is a fantastic Game for kids and adults. It’s a family-friendly music game promoting rhythm and fun. If you need a safe, engaging Game for kid, this is an excellent choice.
- Rewards & Customization: Keep playing this engaging song game to unlock gifts, new game songs, and challenges. Personalize your piano game journey.
- Stunning Visuals & Smooth Play: Immerse yourself in a beautiful music game with vibrant graphics and flawless performance, enhancing your connection to the official and licensed music. It truly feels like the best music game all the time.

Join the Global Magic Tiles 3 Community!

Be part of the massive Magic Tiles 3 player base. Share scores, challenge friends in multiple player battle mode, and celebrate music. See why it's ranked among the top music games.

Need Help?
Email: magictiles3.support@amanotes.com
Or use Settings > FAQ & Support in the piano game.

Legal:
Terms of Use: amanotes.com/terms-and-conditions/
Privacy Policy: amanotes.com/privacy-policy/

Download Magic Tiles 3 Now - It's Game Free!
Tap the piano tiles, master incredible game songs using official and licensed music, compete in battle mode, enjoy Game Offline."
ru.iamtagir.swipetogo,Swipe to go,,3.875,86,86,86,287,445,"Swipe To Go is a small casual game where you goal is to go as far as you can while avoiding different obstacles. Control the dot that is constantly moving. Collect bonuses to get more points. 

- Simple control
- Cool soundtrack
- Endless gameplay"
com.games.bottle,Bottle Jump 3D,,4.4454465,31899,11775,12470,25307,303112,"Everyone’s favorite bottle flip challenge is now available on your phone! Make your water bottle flip through all the obstacles in a room and become a flip master! Play Bottle Jump 3D, challenge your friends and have lots of fun!

In Bottle Jump 3D, your goal is to finish all levels safe and sound by doing a home flip. Toss your bottle just right so it lands standing up. Be careful! Don’t touch the floor unless you want to crush your bottle.

The jumping game controls are super simple. Tap the screen and watch the bottle flip. Tap twice on the screen to jump higher and spin the bottle in the air! Easy to learn, hard to master.

Make it to the end through obstacles and advance to the next room. The more levels you beat, the cooler your rewards! Will you complete all the bottle flip challenges on the first try?

Collect as many gold caps as you can to unlock new amazing bottle skins! Milk, coke, poison, and tons of other bottles are waiting for you. Make tiktok videos with stylish flipping bottles! 

Play one of the best tik tok games online or offline! The fun bottle flipping game requires no WiFi connection so you can play wherever you like.

Are you tired after a hard day? Bottle Jump 3D is a great way to relieve stress and relax while flipping bottles.

<b>Why you’ll love Bottle Jump 3D:</b>

- Play 200+ fun & challenging levels. Can you complete them all?
- Enjoy simple & exciting gameplay! You won’t want to stop flipping bottles!
- Get stress relief. Have a rest playing one of the best relaxing games
- Interact with level decorations! Use the items around to complete the missions
- Unlock dozens of cool skins! Collect all the bottles!

The bottle challenge has never been so fun! Play Bottle Jump 3D, make your bottle flip over obstacles, and become the flip master!

=====================
<strong>COMPANY COMMUNITY:</strong> 
=====================
Facebook: https://www.facebook.com/AzurGamesOfficial
Instagram: https://www.instagram.com/azur_games
YouTube: https://www.youtube.com/AzurInteractiveGames"
com.CAYN.TowerOfHellObby,Obby Parkour: Runner Game,,4.515513,5189,1327,2872,8457,62670,"Let's take the challenge in this 3D platformer game! Your goal is to complete the obstacle courses. It is a great way to test your parkour skills and have fun in tower of hell. Just try this running game Obby Parkour.

🟢 MEGA EASY OBBY RUNNING
Lots of levels where you have to run and jump in block world. Climb only up to win. This is obby parkour game in craft world full of obstacles. Become a real parkour master.

🟢 GAME MODES
You can take your time exploring the block world and collecting coins, or get to the top as fast as possible! Or you can test yourself in the mega hard play-mode. Compete with your friends and break the record.

🟢 A LOT OF SKINS
Buy clothes for coins to make your superhero look bright and fashionable. Cool hairstyles, cute pets and more. Show your personality with obby escape game.

You can play offline! Just like obby parkour run where you have to fun run, jump, solve puzzles and avoid obstacles. What if the floor is hot lava? Escape from school from scary monsters? And that's not all that can be found in the tower of hell! Do you really want to escape? Just run away and don’t fall.

Obby Parkour: Runner Game is:

- block craft world full of parkour and freerunning modes, choose one of them and be ready for parkour running games!
- amazing parkour game with simple controls;
- just choose a mode and getting over it;
- obby course simulator - feel as a real maze runner;
- fantastic obby escape missions and parkour jumping games on road full of hot lava;
- platformer game with best super heroes and parkour runner in tower of hell;
- endless running in cube games!

Try Obby game, one of the hard and fun parkour games, explore the whole block world and become a true parkour master among us.

See how far you can go in this real parkour escape and obstacle course challenge! Just start the platform game."
com.shape.change,Jelly Shift - Obstacle Course,,4.3386946,30101,9995,18350,33292,241534,"<b>Jelly Shift – Can you slide through?</b>

<u>Everybody loves jelly!</u>

Jelly can flow and jelly can crash. Empty your mind. Be formless, shapeless, like jelly! In this fast-moving and enormously fun casual platform game the aim is to guide your lovable jelly to the end of each obstacle course in the shortest possible time. Follow the treats and shift up and down to squeeze your jelly between barriers, under bars, and over runners as smoothly and speedily as you can. Only the slipperiest, slinkiest, slidingest jelly will get all the stars!

🔥 <b>Be like jelly!</b>🔥 

★ Jelly is infinite! This game offers a huge number of levels, each with an obstacle course to navigate made of unique twists and turns, barriers of all sizes, and a variety of other super-sweet features.

★ Jelly just gets better! Great rewards—collect diamonds 💠 and complete levels to unlock a host of jelly characters including super-cute animals, colorful heroes, and absolute jelly legends.

★  Jelly is cool, but jelly is hot! Successfully pass enough obstacles without crashing, and you’ll get jelly fever, and intense burst of color and speed to get you to the end of the level 🏁 in half the time.

★ The nature of jelly is irrepressible! Fast-moving game mechanics—your jelly will have to adapt if it wants to survive out there. Shift up and down like an F1 driver 🏎️ to save your jelly from bashing its jelly head and bruising its jelly sides, or just slipping away altogether between the runners.

★ Jelly has great taste! Glorious colors, cute graphics, fun music and satisfyingly squelchy sound facts make Jelly Shift a wonderful place to be. Slip away from it all into a world of bright jelly joy!

★  Jelly is a happy place! Dozens of different environments and 200 obstacle course variations mean you’ll be coming back to Jelly Shift for more and more jelly fun. Let the hours slip away in a riot of jelly joy!

★ Jelly just is! Jelly knows no stress or worry, it just slides on, adapting itself to whatever life throws at it. Jelly may crash, but it never stops. It bounces right back and keeps on sliding. And this charming casual game can help teach you to be like jelly!

<b>Keep on sliding!</b>

Looking for a game that combines character, charm, excitement and chilled fun? Jelly Shift has all this and more in a uniquely squeezy form, with the perfect balance of intuitive gameplay, super-cute environment, and gently challenging levels that keep on adapting and expanding. Download Jelly Shift now and enjoy hours of flexible flowing fun. 

<u>Be like jelly, my friend!</u>

Privacy Policy: https://say.games/privacy-policy
Terms of Use: https://say.games/terms-of-use"
com.groogadgets.swipefight,Swipe Fight!,,4.5054464,480,208,934,2416,9815,"Swipe fight!
All the awesome moves of a classic fight game — 
All you have to do is swipe!

Swipe fight!
Master insane fighting moves: just swipe!
Master awesome kicks, punches and the best knockouts: just swipe!
Master the best jabs, the most insane uppercuts
Fight like a master: it’s easy — just swipe!

Easy to learn—awesome to play! 

(and best of all this game is free! free! free!)

Fight your best friends
Fight your worst enemies
Awesome duel fighting game mode lets you fight anyone around the world! It’s easy!

Free your mind of difficult combos: the future of fighting is swipe fighting! 
Easy to master awesome moves, insane knockouts, and the best, most awesome defeats!

Victory has never been so easy!

(And 100% free — how awesome is that?)

Awesome arenas, insane opponents and incredible fighting moves are waiting. 

It’s time to master this game of skill.
Master this game of epic victories.
Master this game of insane fighting.

Master the best fight game now. 

Ready… set… SWIPE FIGHT!"
com.nautilus.realcricketchampionship,Real Cricket™ Swipe,,4.26,9353,4676,3507,10132,65471,"Real Cricket™ Swipe – Pure Cricket, Built on Skill

Step onto the pitch and experience Cricket the way you love it.
Real Cricket™ Swipe delivers a deep, authentic cricket simulation experience built for players who value Skill, Precision and Realism – all powered by intuitive swipe-based controls that are easy to learn and challenging to master.

Cricket fans, ready for a game changer? Pad up and dominate the pitch with the ultimate cricket thrill on your phone! Feel the adrenaline with every boundary and wicket as the crowd roars. Dive in and play it your way – it’s cricket, reimagined!

Play with Official IPL Teams & Real Cricket Stars!
Mumbai Indians, Rajasthan Royals, Punjab Kings, Lucknow Super Giants, and Sunrisers Hyderabad – with authentic jerseys and kits.

Play with over 250+ Officially Licensed International Players, featuring global superstars like Steve Smith, Rachin Ravindra, Rashid Khan, Aiden Markram, Nicholas Pooran, and many more – brought to life through our licensing partnership with Winners Alliance.

Disclaimer: This game is not an official product of, or endorsed by, the ICC or any ICC member.

Skill-Based Swipe Controls – Easy to Pick Up, Hard to Master!
Real Cricket™ Swipe is designed for players who love pure skill expression.
Choose your Shot Type – Swipe with Intent – Time your shots to perfection

Shape your Opponent with Custom Difficulty (Built for Hardcore Players)
For the first time in mobile cricket game, you control the AI.

Fine-tune over 20+ gameplay parameters to match your preferred challenge:
-	Batting aggression & Strike rate
-	Bowling speed, swing and Spin
-	Fielding accuracy & Running between the wickets

Whether you want an intense legend level challenge or relaxed simulation session, the AI adapts to you, creating a unique experience every time you play.

Innovative Tournaments & Modes – A True Cricket Journey!
-Play across cricket’s most popular formats – from ODI and T20 World Cups to World Test Challenge and global Tours.
-Step into high-stakes RCPL editions and other domestic tournaments
-All new League of Leagues – An OVR based gameplay!
-Relive iconic cricket events & formats through Free Tournaments
-Customized RC Tournaments

Turning each series into a test of true cricket mastery! 

650+ Authentic Batting Shots!
Unleash your full batting arsenal with 650+ real-world cricket shots.
From textbook drives and late cuts to powerful slog shots and innovative stroke play, every shot is motion tuned to reflect real cricket technique.

Motion Captured Animations & Broadcast Presentation
Experience immersive on-field action powered by motion capture technology.
Evey match feels closer to watching – and playing – live cricket.

40+ Real Stadiums with Dynamic Boundaries
Play across stunning stadiums modeled after real-world venues with various boundary shapes and dimensions. 

Whether you’re smashing a perfect cover drive, timing a last-over six, or outsmarting batters with clever bowling plans, every run, wicket and decision is determined here, just like in real cricket.

Live Commentary from Cricket Legends!
Feel every moment with expert commentary from Danny Morrison, Sanjay Manjrekar, Aakash Chopra, Lisa Sthalekar and Vivek Razdan.

From big moments to subtle tactical insights, commentary reacts dynamically to the match.

Mission Mode – High Pressure Cricket Moments!
Jump straight into the match situations that demand smart decisions and flawless execution
Each completed mission rewards in-game currency, unlocking more content and challenges – perfect for players who thrive on clutch moments.

MODS 
Bring your imagination to life with community MODS. Design unique player faces, jerseys, logos and more, then share your creations with cricket fans worldwide.

Download Real Cricket™ Swipe now and prove your skill in the most authentic cricket simulation on mobile.

Free to download. Optional In-app purchases available.
Privacy Policy: www.nautilusmobile.com/privacy-policy"
com.kiloo.subwaysurf,Subway Surfers,,4.552353,2363256,689377,1439654,4331027,33021103,"DASH as fast as you can! 
DODGE the oncoming trains! 

Help Jake, Tricky & Fresh escape from the grumpy Guard and his dog. 

★ Grind trains with your cool crew! 
★ Colorful and vivid HD graphics! 
★ Hoverboard Surfing! 
★ Paint powered jetpack! 
★ Lightning fast swipe acrobatics! 
★ Challenge and help your friends! 

Join the most daring chase! 

A Universal App with HD optimized graphics.

Originally co-developed by SYBO and Kiloo."
com.gameone.arcadebowlinggo2,Arcade Bowling Go 2,,4.2864237,458,207,568,1114,4251,"Arcade Bowling Go is the most popular arcade 3D ball game! Arcade Bowling Go 2 now is coming! Take place in 1v1 online matches against real opponents from all around the world. 

Arcade Bowling Go is a retro arcade game that remind you of playing skiiball as a child. It’s one of the most popular American arcade game. The retro alley makes you feel like you are in a real gaming room. And the ultra-realistic physics engine makes you feel like you’re playing in a real machine.

Come on and enjoy the whole new challenges!

FEATURES
★ New mode: 1v1 online matches
★ New background: Space Adventure
★ New machine: Eggs machine
★ 4 modes: Classic Mode, Career Mode, Boss Rush and 1v1 Mode
★ Nostalgic collecting room
★ Tens of special balls  
★ The most advanced ball physics & cool animations
★ Hidden achievements wait to be found
★ Global Leaderboard

HOW TO PLAY
Swipe screen to launch the ball.
Tip: COMBO will help you get higher score

Are you ready to start this amazing arcade game?"
com.yodo1.crossyroad,Crossy Road,,4.4675107,277339,112193,209625,568848,3403069,"Why did the Chicken cross the road?
Why did the Pigeon leave THAT there?
Why did Unihorse eat all that candy?

Crossy Road is the 8-bit endless arcade hopper that started it all. Collect custom characters and navigate freeways, railroads, rivers and much more.

Crossy Road® is the #1 viral smash hit you’ll never stop playing.

FEATURES:
• CROSS ROADS—Cross roads, train tracks, and rivers - endlessly hop forever!
• SILLY CHARACTERS—Unlock and collect over 300 characters in our distinctive retro style.
• DISCOVER WORLDS—Have fun running, hopping and crossing all day with over 28 worlds to discover.
• DON’T DIE—Avoid (or enjoy) hilarious ways to die as you cross through oceans, savannahs, space and more!
• LEADERBOARDS—Peck your way to the top in our daily challenges! Play around the world, win gifts and unlock rare characters.
• SHINY CARDS—Track your stats with special holographic cards that come with each character.
• SPECIAL EVENTS—Celebrate special dates with limited time events and free character giveaways.
 
EXTRA FUN:
• Jump into the action and enjoy innovative and simple gameplay.
• Discover and explore 28 different worlds each with their own unique arcade style.
• Complete Daily Quests! Hop endlessly, scare birds, jump over lily pads, and more!
• Same device multiplayer! Challenge your friends and family on same-device multiplayer mode.
• Free to play
• Play offline games 
• Join over 250 MILLION players worldwide

SUPPORT:
Have any problems or suggestions? You can reach us at support@hipsterwhale.com or check out our FAQ www.hipsterwhale.com/crossy-road-support"
com.huskaimm.com.templespiritendelssrun,Endless Run: Jungle Escape,,4.301724,3941,1791,1433,5017,29385,"<b> Endless Run: Jungle Escape </b> is an running game with various levels design.. The main goal- complete missions and assend score multiplier, adding varieties of scenes and crafty level obstacles.

Discover relic! Adventurer dash in mysterious tunnel to challenge varieties of dangerous traps and complex jungle obstacles. Can you escape to survive and become the hero of protecting relics?
-------------------------------------------------------------------------------------------------------------------------------------------
<b>Classic Running Game</b>
●One handed operation; jump and glide, run in right and left to avoid obstacles!
●Blaze, Rolling balls, Pendulum and many kinds of crafty difficulty design- Explore mysteries, Survive through dangers!
●Terrains of tunnels, mines and forests are perfectly integrated; Challenge rich scenes!
●Use Sprint, Shield, Magnets and other power ups to help you avoid barriers!
●Raise react and judge ability; Faster speed comes higher operation demand!

<b>Increase score multiple and equipment skills</b>
●Complete missions, increase score multiples!
●Collect treasure chests, get more pieces and unlock new roles!
●Upgrade props, equip the skills, PK global players!

<b>3D Art Design</b>
●3D art design, enjoy the visual feast!
●Real and vivid character model!
●HD quality and exciting sound effect, experience superb running!
------------------------------------------------------------------------------------------------------------------------------
Features of Endless Run Jungle Escape:
►<b>Tunnel Level, classic designed</b>
►Twenty-two main roles- Free to choose
►Prop upgrades, equip role skills
►<b>Tasks completed, increase score multiples </b>
►Dual handle operation, Integrate road switch and turn gravity play
►Upload real scores, versus global players

<b>Endless Run Jungle Escape is now beginning, choose your favorite character, equip new skills to experience excited running game! </b> Welcome to join our Facebook Homepage : https://www.facebook.com/EndlessRun.JungleEscape"
com.kongregate.mobile.burritobison3.google,Burrito Bison: Launcha Libre,,4.811814,8490,3167,10346,61957,586281,"Burrito Bison is here and he’s brought friends! With more than 15 million plays on Kongregate.com, our favorite hero is back.

In the latest installment of the series, Burrito Bison teams up with new friends: Pineapple Spank and El Pollo to bounce, crack, eat cake, smack, fly, and soar through the skies to fend off the invasion of gummies!

Stolen by an evil chef, Burrito Bison seeks out his cookbook to take back with him to make the finest salsa in the world.

So strap on your rocket belt, and launch your way to glory!

Features:

*Three powerful wrestlers: Burrito Bison now gets to adventure with friends!
*Dozens of upgrades to make you stronger, slippier, luckier, faster, more underground worm-riding-er, and more explosive.
*Five opponents, each with unique weakness, to fight through on your quest for freedom. KO them for big bonuses!
*For the first time in the series, battle a Final Boss in your quest to rid the world of gummies (or at least until you get your cookbook back and fly through the gummies’ alternate universe)!
*All the pinatas you can crack open!

PLEASE NOTE: Burrito Bison: Launcha Libre is free to play, but some extra game items can be purchased for real money. You can disable in-app purchases in your device's settings."
